title,price,shipping,sold_date,seller,condition,item_url,image_url,graded,grader,grade,auction,best_offer,price_value,shipping_value,total_value,sold_date_value,listing_type,is_best_offer,is_graded,grader_norm,grade_value,card_number_guess
1991 Stadium Club Nolan Ryan Charter Member No Hitter PSA 6,$1.25,$8.75,"Sold Jan 25, 2026",kb7586,New,https://www.ebay.com/itm/227179938761,https://i.ebayimg.com/images/g/7zEAAeSwxlRpbXXa/s-l500.webp,Y,PSA,6,Y,N,1.25,8.75,10.0,2026-01-25,auction,False,True,PSA,6.0,
TOPPS STADIUM CLUB BASEBALL 1991 CHARTER MEMBER ONLY COMPLETE SET - NOLAN RYAN,$17.95,$6.43,"Sold Jan 24, 2026",michba-2651,New,https://www.ebay.com/itm/205797479234,https://i.ebayimg.com/images/g/drUAAeSwDNFo9tBe/s-l500.webp,N,,,N,Y,17.95,6.43,24.38,2026-01-24,bin,True,False,,,
Nolan Ryan-1991 Topps Stadium Club Charter Member Texas Rangers,$1.95,$0.00,"Sold Jan 21, 2026",danpe2305,New,https://www.ebay.com/itm/287088809163,https://i.ebayimg.com/images/g/7hYAAeSw4n5pZ7wH/s-l500.webp,N,,,N,N,1.95,0.0,1.95,2026-01-21,bin,False,False,,,
Nolan Ryan-1991 Topps Stadium Club Charter Member 300th Career Win Texas Rangers,$2.95,$0.00,"Sold Jan 21, 2026",danpe2305,New,https://www.ebay.com/itm/287088809181,https://i.ebayimg.com/images/g/NdwAAeSwH0BpZ7wH/s-l500.webp,N,,,N,N,2.95,0.0,2.95,2026-01-21,bin,False,False,,,
1991 Stadium Club Charter Member #NNO Nolan Ryan Bronze Medallion! Rangers,$3.99,$4.99,"Sold Jan 17, 2026",htlegends,New,https://www.ebay.com/itm/127605933431,https://i.ebayimg.com/images/g/BNwAAeSwaNlpXAhw/s-l500.webp,N,,,N,N,3.99,4.99,8.98,2026-01-17,bin,False,False,,,
NOLAN RYAN Gold MEDALLION Metal Charter Member 1991 Topps STADIUM CLUB Card,$4.00,$8.10,"Sold Jan 17, 2026",jgray_003,New,https://www.ebay.com/itm/376547439395,https://i.ebayimg.com/images/g/aMwAAeSwdRtoDUGR/s-l500.webp,N,,,N,N,4.0,8.1,12.1,2026-01-17,bin,False,False,,,
Nolan Ryan Baseball Cards- You Pick- Discount shipping,$1.75,$0.75,"Sold Jan 13, 2026",adlib10,New,https://www.ebay.com/itm/376532295078,https://i.ebayimg.com/images/g/yKIAAeSwCZBosaIW/s-l500.webp,N,,,N,N,1.75,0.75,2.5,2026-01-13,bin,False,False,,,
1991 Topps Stadium Clun Charter Members Only Nolan Ryan Bronze Medallion Set,$8.99,$11.14,"Sold Jan 8, 2026",abkandco,New,https://www.ebay.com/itm/357259839434,https://i.ebayimg.com/images/g/~RUAAeSwM5VobunY/s-l500.webp,N,,,N,N,8.99,11.14,20.13,2026-01-08,bin,False,False,,,
Box 11: 1991 St. Club Charter Member OVESIZE PROOF Nolan Ryan 300 Wins,$14.00,$3.00,"Sold Jan 7, 2026",leximo2,New,https://www.ebay.com/itm/357994955548,https://i.ebayimg.com/images/g/gbQAAOSw6W9lbSUe/s-l500.webp,N,,,N,N,14.0,3.0,17.0,2026-01-07,bin,False,False,,,11
1991 Stadium Club Charter Member #NNO Nolan Ryan MULTISPORT Texas Rangers,$3.00,$0.00,"Sold Jan 6, 2026",dellcards,New,https://www.ebay.com/itm/197694119486,https://i.ebayimg.com/images/g/tmEAAeSwiIhoxU5W/s-l500.webp,N,,,N,N,3.0,0.0,3.0,2026-01-06,bin,False,False,,,
1991 Stadium Club Charter Member Nolan Ryan #NNO,$1.89,$0.00,"Sold Jan 6, 2026",central.cali.collectibles,New,https://www.ebay.com/itm/256380411152,https://i.ebayimg.com/images/g/dQ8AAOSwfDVlqBZW/s-l500.webp,N,,,N,N,1.89,0.0,1.89,2026-01-06,bin,False,False,,,
1991 Stadium Club - Charter Member - Nolan Ryan - “7th No Hitter” - NrMt,$2.07,$0.00,"Sold Jan 6, 2026",grover46,New,https://www.ebay.com/itm/267527421081,https://i.ebayimg.com/images/g/pDUAAeSwj59pUlyi/s-l500.webp,N,,,N,N,2.07,0.0,2.07,2026-01-06,bin,False,False,,,
1991 Topps Stadium Club Charter Members Only Box Set with Nolan Ryan Medallion,$1.25,$8.65,"Sold Jan 6, 2026",chongos-cardboardandcollectibles,Brand New,https://www.ebay.com/itm/177717132987,https://i.ebayimg.com/images/g/8KsAAeSweVlpUIyh/s-l500.webp,N,,,Y,N,1.25,8.65,9.9,2026-01-06,auction,False,False,,,
1991 Stadium Club Charter Member #NNO Nolan Ryan,$2.25,$0.00,"Sold Jan 4, 2026",gsquared_collectibles,New,https://www.ebay.com/itm/297389021960,https://i.ebayimg.com/images/g/ZfoAAeSwx~BoROLe/s-l500.webp,N,,,N,N,2.25,0.0,2.25,2026-01-04,bin,False,False,,,
1991 Topps Stadium Club Charter Member Box Set with Nolan Ryan Medallion,$9.99,$10.99,"Sold Jan 3, 2026",ricdik,New,https://www.ebay.com/itm/116950733734,https://i.ebayimg.com/images/g/rUwAAeSwYcNpK1mh/s-l500.webp,N,,,Y,N,9.99,10.99,20.98,2026-01-03,auction,False,False,,,
1991 STADIUM CLUB CHARTER MEMBER #NNO NOLAN RYAN TEXAS RANGERS,$1.99,$0.00,"Sold Jan 1, 2026",topps55,New,https://www.ebay.com/itm/397453911399,https://i.ebayimg.com/images/g/lSsAAeSwtIppVxQE/s-l500.webp,N,,,N,N,1.99,0.0,1.99,2026-01-01,bin,False,False,,,
1991 TOPPS STADIUM CLUB CHARTER MEMBER ONLY NOLAN RYAN BRONZE MEDALLION CARD,$20.00,$8.35,"Sold Dec 31, 2025",differentstrokes79,New,https://www.ebay.com/itm/157567946019,https://i.ebayimg.com/images/g/KFAAAeSwCwVo1aU0/s-l500.webp,N,,,N,N,20.0,8.35,28.35,2025-12-31,bin,False,False,,,
1991 Topps Stadium Club Set Cards Nolan Ryan Medalion Key Chain Charter Members,$7.00,$8.65,"Sold Dec 30, 2025",howd49,New,https://www.ebay.com/itm/157563593387,https://i.ebayimg.com/images/g/0ncAAeSw~GZpSqSN/s-l500.webp,N,,,N,Y,7.0,8.65,15.65,2025-12-30,bin,True,False,,,
