price_value,shipping_value,total_value,sold_date_value,listing_type,is_best_offer,card_number_guess,grader_norm,grade_value,title_short,valuation_lane,valuation_range,valuation_note
230.12,5.29,235.41,2026-01-27,bin,False,457,,,1993 Pinnacle - 1st Round Draft Pick Derek Jeter #457 (RC),eBay Raw,$12-$72-$72,eBay Raw | raw only | Model B - Star / High Liquidity | 200 comps
10.38,5.75,16.13,2026-01-26,auction,False,457,,,1993 Pinnacle #457 Derek Jeter RC Rookie YANKEES HOF,eBay Raw,$12-$72-$72,eBay Raw | raw only | Model B - Star / High Liquidity | 200 comps
11.5,0.74,12.24,2026-01-26,auction,False,457,,,1993 Pinnacle - 1st Round Draft Pick Derek Jeter #457 (RC),eBay Raw,$12-$72-$72,eBay Raw | raw only | Model B - Star / High Liquidity | 200 comps
10.27,1.25,11.52,2026-01-25,auction,False,457,,,Derek Jeter 1993 Pinnacle Baseball Card #457 ROOKIE RC SH...,eBay Raw,$12-$72-$72,eBay Raw | raw only | Model B - Star / High Liquidity | 200 comps
7.0,4.95,11.95,2026-01-25,auction,False,457,,,1993 Score: #457 Derek Jeter RC EX-EXMINT,eBay Raw,$12-$72-$72,eBay Raw | raw only | Model B - Star / High Liquidity | 200 comps
10.99,1.75,12.74,2026-01-26,bin,True,457,,,1993 Pinnacle - 1st Round Draft Pick Derek Jeter #457 (RC...,eBay Raw,$12-$72-$72,eBay Raw | raw only | Model B - Star / High Liquidity | 200 comps
4.0,1.32,5.32,2026-01-25,auction,False,457,,,1993 Score- Pinnacle: 1st Round Draft Pick Derek Jeter Ca...,eBay Raw,$12-$72-$72,eBay Raw | raw only | Model B - Star / High Liquidity | 200 comps
10.0,0.0,10.0,2026-01-25,bin,False,457,,,Derek Jeter 1993 Score Pinnacle ROOKIE #457 New York Yankees,eBay Raw,$12-$72-$72,eBay Raw | raw only | Model B - Star / High Liquidity | 200 comps
9.95,0.74,10.69,2026-01-24,bin,False,457,,,DEREK JETER 1993 Score Pinnacle 1st ROOKIE Card #457 NY Y...,eBay Raw,$12-$72-$72,eBay Raw | raw only | Model B - Star / High Liquidity | 200 comps
3.25,4.95,8.2,2026-01-24,auction,False,457,,,1993 Score: #457 Derek Jeter RC EX-EXMINT,eBay Raw,$12-$72-$72,eBay Raw | raw only | Model B - Star / High Liquidity | 200 comps
5.5,0.74,6.24,2026-01-24,auction,False,457,,,1993 Pinnacle #457 Derek Jeter ex-exmt,eBay Raw,$12-$72-$72,eBay Raw | raw only | Model B - Star / High Liquidity | 200 comps
7.0,1.32,8.32,2026-01-23,auction,False,457,,,1993 Pinnacle - 1st Round Draft Pick Derek Jeter #457 (RC),eBay Raw,$12-$72-$72,eBay Raw | raw only | Model B - Star / High Liquidity | 200 comps
9.99,1.32,11.31,2026-01-23,bin,False,457,,,1993 Pinnacle 1st Round Draft Pick Derek Jeter #457 (RC),eBay Raw,$12-$72-$72,eBay Raw | raw only | Model B - Star / High Liquidity | 200 comps
8.5,5.0,13.5,2026-01-22,auction,False,457,,,1993 Pinnacle Baseball #457 Derek Jeter Rookie RC,eBay Raw,$12-$72-$72,eBay Raw | raw only | Model B - Star / High Liquidity | 200 comps
9.16,2.99,12.15,2026-01-21,bin,False,457,,,1993 Pinnacle 1st Round Draft Pick Derek Jeter #457 HOF 3ud,eBay Raw,$12-$72-$72,eBay Raw | raw only | Model B - Star / High Liquidity | 200 comps
3.25,5.99,9.24,2026-01-21,auction,False,457,,,1993 Pinnacle Derek Jeter RC 1st Round Draft Picks Yankee...,eBay Raw,$12-$72-$72,eBay Raw | raw only | Model B - Star / High Liquidity | 200 comps
15.0,0.0,15.0,2026-01-20,bin,False,457,,,1993 Pinnacle #457 Derek Jeter BASEBALL New York Yankees,eBay Raw,$12-$72-$72,eBay Raw | raw only | Model B - Star / High Liquidity | 200 comps
4.01,8.74,12.75,2026-01-20,auction,False,457,,,1993 Pinnacle #457 Derek Jeter New York Yankees 1st Round...,eBay Raw,$12-$72-$72,eBay Raw | raw only | Model B - Star / High Liquidity | 200 comps
6.5,2.0,8.5,2026-01-20,auction,False,457,,,DEREK JETER 1993 PINNACLE CARD #457,eBay Raw,$12-$72-$72,eBay Raw | raw only | Model B - Star / High Liquidity | 200 comps
8.0,1.5,9.5,2026-01-20,bin,True,457,,,Derek Jeter 1993 Score ROOKIE #457 New York Yankees,eBay Raw,$12-$72-$72,eBay Raw | raw only | Model B - Star / High Liquidity | 200 comps
11.99,1.32,13.31,2026-01-19,bin,False,457,,,1993 Pinnacle 1st Round Draft Pick Derek Jeter #457 Rooki...,eBay Raw,$12-$72-$72,eBay Raw | raw only | Model B - Star / High Liquidity | 200 comps
8.99,0.0,8.99,2026-01-18,bin,False,457,,,1993 Pinnacle - 1st Round Draft Pick Derek Jeter #457 (RC),eBay Raw,$12-$72-$72,eBay Raw | raw only | Model B - Star / High Liquidity | 200 comps
9.97,1.32,11.29,2026-01-18,bin,True,457,,,1993 Pinnacle - 1st Round Draft Pick Derek Jeter #457 (RC),eBay Raw,$12-$72-$72,eBay Raw | raw only | Model B - Star / High Liquidity | 200 comps
12.88,0.0,12.88,2026-01-18,bin,True,457,,,1993 Pinnacle 1st Round Draft Pick Derek Jeter #457 Baseb...,eBay Raw,$12-$72-$72,eBay Raw | raw only | Model B - Star / High Liquidity | 200 comps
10.5,1.32,11.82,2026-01-18,auction,False,457,,,1993 Pinnacle - 1st Round Draft Pick Derek Jeter #457 (RC),eBay Raw,$12-$72-$72,eBay Raw | raw only | Model B - Star / High Liquidity | 200 comps
4.99,0.0,4.99,2026-01-17,bin,False,457,,,1993 Pinnacle - 1st Round Draft Pick Derek Jeter #457 (RC),eBay Raw,$12-$72-$72,eBay Raw | raw only | Model B - Star / High Liquidity | 200 comps
10.0,1.32,11.32,2026-01-17,bin,False,457,,,1993 Pinnacle 1st Round Draft Pick Rookie Derek Jeter - N...,eBay Raw,$12-$72-$72,eBay Raw | raw only | Model B - Star / High Liquidity | 200 comps
10.0,1.32,11.32,2026-01-16,bin,True,457,,,1993 Pinnacle 1st Round Draft Pick Rookie Derek Jeter - N...,eBay Raw,$12-$72-$72,eBay Raw | raw only | Model B - Star / High Liquidity | 200 comps
14.0,1.32,15.32,2026-01-15,auction,False,457,,,1993 Pinnacle - 1st Round Draft Pick Derek Jeter #457 (RC),eBay Raw,$12-$72-$72,eBay Raw | raw only | Model B - Star / High Liquidity | 200 comps
10.99,1.32,12.31,2026-01-15,bin,False,457,,,1993 Pinnacle #457 Derek Jeter,eBay Raw,$12-$72-$72,eBay Raw | raw only | Model B - Star / High Liquidity | 200 comps
13.5,1.5,15.0,2026-01-14,auction,False,457,,,1993 Pinnacle #457 Derek Jeter New York Yankees HOF NO RE...,eBay Raw,$12-$72-$72,eBay Raw | raw only | Model B - Star / High Liquidity | 200 comps
9.99,1.32,11.31,2026-01-13,bin,False,457,,,DEREK JETER Rookie RC - 1993 Pinnacle #457 - 1st Round Dr...,eBay Raw,$12-$72-$72,eBay Raw | raw only | Model B - Star / High Liquidity | 200 comps
13.0,0.0,13.0,2026-01-13,bin,False,457,,,1993 Pinnacle Derek Jeter Rookie #457,eBay Raw,$12-$72-$72,eBay Raw | raw only | Model B - Star / High Liquidity | 200 comps
10.0,2.0,12.0,2026-01-11,bin,False,457,,,1993 Pinnacle #457 Derek Jeter BASEBALL New York Yankees,eBay Raw,$12-$72-$72,eBay Raw | raw only | Model B - Star / High Liquidity | 200 comps
13.0,1.32,14.32,2026-01-10,bin,False,457,,,1993 Pinnacle #457 Derek Jeter Yankees RC Rookie,eBay Raw,$12-$72-$72,eBay Raw | raw only | Model B - Star / High Liquidity | 200 comps
50.0,7.95,57.95,2026-01-10,bin,True,457,,,1993 Pinnacle - 1st Round Draft Pick Derek Jeter #457 (RC),eBay Raw,$12-$72-$72,eBay Raw | raw only | Model B - Star / High Liquidity | 200 comps
12.99,0.99,13.98,2026-01-10,bin,False,457,,,1993 Pinnacle Derek Jeter RC New York Yankees #457,eBay Raw,$12-$72-$72,eBay Raw | raw only | Model B - Star / High Liquidity | 200 comps
12.74,1.32,14.06,2026-01-10,bin,False,457,,,1993 Pinnacle - 1st Round Draft Pick Derek Jeter #457 (RC),eBay Raw,$12-$72-$72,eBay Raw | raw only | Model B - Star / High Liquidity | 200 comps
45.0,5.0,50.0,2026-01-10,bin,True,457,,9.0,Derek Jeter 1993 Pinnacle #457 PGS 9 MINT RC Rookie HOF N...,eBay Raw,$12-$72-$72,eBay Raw | raw only | Model B - Star / High Liquidity | 200 comps
29.0,5.52,34.52,2026-01-10,bin,True,457,,,1993 Pinnacle - 1st Round Draft Pick Derek Jeter #457 (RC),eBay Raw,$12-$72-$72,eBay Raw | raw only | Model B - Star / High Liquidity | 200 comps
12.0,1.32,13.32,2026-01-10,bin,False,457,,,1993 Pinnacle - 1st Round Draft Pick Derek Jeter #457 (RC),eBay Raw,$12-$72-$72,eBay Raw | raw only | Model B - Star / High Liquidity | 200 comps
8.99,0.0,8.99,2026-01-09,bin,False,457,,,Derek Jeter 1993 Pinnacle 1st Round Draft Pick #457,eBay Raw,$12-$72-$72,eBay Raw | raw only | Model B - Star / High Liquidity | 200 comps
8.99,0.74,9.73,2026-01-09,bin,True,457,,,1993 Pinnacle #457 Derek Jeter,eBay Raw,$12-$72-$72,eBay Raw | raw only | Model B - Star / High Liquidity | 200 comps
8.5,1.5,10.0,2026-01-07,auction,False,457,,,1993 Pinnacle #457 Derek Jeter New York Yankees RC HOF NO...,eBay Raw,$12-$72-$72,eBay Raw | raw only | Model B - Star / High Liquidity | 200 comps
8.99,1.32,10.31,2026-01-05,bin,True,457,,,Pinnacle 1993 Derek Jeter #457 1st Round Draft Pick Yanke...,eBay Raw,$12-$72-$72,eBay Raw | raw only | Model B - Star / High Liquidity | 200 comps
9.34,0.74,10.08,2026-01-05,bin,False,457,,,1993 Pinnacle - 1st Round Draft Pick Derek Jeter #457 (RC),eBay Raw,$12-$72-$72,eBay Raw | raw only | Model B - Star / High Liquidity | 200 comps
9.99,1.13,11.12,2026-01-05,bin,False,457,,,1993 Pinnacle #457 Derek Jeter Rookie New York Yankees,eBay Raw,$12-$72-$72,eBay Raw | raw only | Model B - Star / High Liquidity | 200 comps
9.99,1.32,11.31,2026-01-05,bin,False,457,,,Derek Jeter 1993 Pinnacle #457 Rookie New York Yankees,eBay Raw,$12-$72-$72,eBay Raw | raw only | Model B - Star / High Liquidity | 200 comps
7.0,0.74,7.74,2026-01-05,bin,False,457,,,1993 Pinnacle - 1st Round Draft Pick Derek Jeter #457 (RC),eBay Raw,$12-$72-$72,eBay Raw | raw only | Model B - Star / High Liquidity | 200 comps
5.5,1.75,7.25,2026-01-04,auction,False,457,,,1993 Pinnacle #457 Derek Jeter,eBay Raw,$12-$72-$72,eBay Raw | raw only | Model B - Star / High Liquidity | 200 comps
11.5,2.99,14.49,2026-01-04,auction,False,457,,,1993 Pinnacle - 1st Round Draft Pick Derek Jeter #457 (RC...,eBay Raw,$12-$72-$72,eBay Raw | raw only | Model B - Star / High Liquidity | 200 comps
15.0,5.07,20.07,2026-01-03,bin,False,457,,,1993 Pinnacle Derek Jeter RC #457 New York Yankees Mint H...,eBay Raw,$12-$72-$72,eBay Raw | raw only | Model B - Star / High Liquidity | 200 comps
3.0,1.32,4.32,2025-12-31,bin,False,457,,,1993 Pinnacle - 1st Round Draft Pick Derek Jeter #457 (RC...,eBay Raw,$12-$72-$72,eBay Raw | raw only | Model B - Star / High Liquidity | 200 comps
7.5,1.5,9.0,2025-12-31,auction,False,457,,,1993 Pinnacle #457 Derek Jeter New York Yankees RC HOF NO...,eBay Raw,$12-$72-$72,eBay Raw | raw only | Model B - Star / High Liquidity | 200 comps
6.99,1.99,8.98,2025-12-30,auction,False,457,,,1993 Pinnacle - 1st Round Draft Pick Derek Jeter #457 (RC),eBay Raw,$12-$72-$72,eBay Raw | raw only | Model B - Star / High Liquidity | 200 comps
200.0,5.2,205.2,2025-12-30,bin,False,457,,10.0,Derek Jeter 1993 Pinnacle #457 BCCG 10,eBay Raw,$12-$72-$72,eBay Raw | raw only | Model B - Star / High Liquidity | 200 comps
8.5,4.99,13.49,2025-12-29,bin,True,457,,,1993 SCORE PINNACLE DEREK JETER #457 1ST RD DRAFT PICK YA...,eBay Raw,$12-$72-$72,eBay Raw | raw only | Model B - Star / High Liquidity | 200 comps
8.99,0.0,8.99,2025-12-29,bin,False,457,,,Derek Jeter 1993 Pinnacle #457 Rookie New York Yankees,eBay Raw,$12-$72-$72,eBay Raw | raw only | Model B - Star / High Liquidity | 200 comps
29.99,4.99,34.98,2025-12-28,bin,False,457,,,1993 Pinnacle Derek Jeter Rookie Card #457 NR-MINT NY Yan...,eBay Raw,$12-$72-$72,eBay Raw | raw only | Model B - Star / High Liquidity | 200 comps
7.05,4.95,12.0,2025-12-28,auction,False,457,,,"1993 Pinnacle Derek Jeter Baseball *Hall of Fame, Rookie*...",eBay Raw,$12-$72-$72,eBay Raw | raw only | Model B - Star / High Liquidity | 200 comps
8.99,0.0,8.99,2025-12-28,bin,False,457,,,Derek Jeter 1993 Pinnacle #457 Rookie New York Yankees,eBay Raw,$12-$72-$72,eBay Raw | raw only | Model B - Star / High Liquidity | 200 comps
9.99,4.88,14.87,2025-12-28,bin,False,457,,,1993 Pinnacle - 1st Round Draft Pick Derek Jeter #457 (RC),eBay Raw,$12-$72-$72,eBay Raw | raw only | Model B - Star / High Liquidity | 200 comps
12.99,1.32,14.31,2025-12-27,bin,False,457,,,1993 Pinnacle #457 Derek Jeter,eBay Raw,$12-$72-$72,eBay Raw | raw only | Model B - Star / High Liquidity | 200 comps
5.5,1.32,6.82,2025-12-27,bin,False,457,,,Derek Jeter 1993 Pinnacle #457 Rookie New York Yankees,eBay Raw,$12-$72-$72,eBay Raw | raw only | Model B - Star / High Liquidity | 200 comps
8.0,1.03,9.03,2025-12-27,bin,False,457,,,Derek Jeter 1993 Pinnacle 1st Round Draft Pick #457 Rooki...,eBay Raw,$12-$72-$72,eBay Raw | raw only | Model B - Star / High Liquidity | 200 comps
15.95,1.99,17.94,2025-12-26,bin,False,457,,,1993 PINNACLE 1ST ROUND DRAFT PICK DEREK JETER #457 ROOKI...,eBay Raw,$12-$72-$72,eBay Raw | raw only | Model B - Star / High Liquidity | 200 comps
9.5,1.32,10.82,2025-12-26,auction,False,457,,,1993 Pinnacle - 1st Round Draft Pick Derek Jeter #457 (RC),eBay Raw,$12-$72-$72,eBay Raw | raw only | Model B - Star / High Liquidity | 200 comps
11.11,1.25,12.36,2025-12-25,bin,True,457,,,1993 Pinnacle - 1st Round Draft Pick Derek Jeter #457 ROO...,eBay Raw,$12-$72-$72,eBay Raw | raw only | Model B - Star / High Liquidity | 200 comps
10.0,1.32,11.32,2025-12-25,bin,False,457,,,1993 Pinnacle - 1st Round Draft Pick Derek Jeter #457 (RC),eBay Raw,$12-$72-$72,eBay Raw | raw only | Model B - Star / High Liquidity | 200 comps
12.5,4.99,17.49,2025-12-23,auction,False,457,,,1993 Pinnacle Derek Jeter Rookie RC #457 Yankees,eBay Raw,$12-$72-$72,eBay Raw | raw only | Model B - Star / High Liquidity | 200 comps
6.5,4.99,11.49,2025-12-23,auction,False,457,,,1993 Pinnacle Derek Jeter Rookie RC #457 Yankees,eBay Raw,$12-$72-$72,eBay Raw | raw only | Model B - Star / High Liquidity | 200 comps
6.0,1.5,7.5,2025-12-23,bin,True,457,,,1993 Pinnacle - 1st Round Draft Pick Derek Jeter #457 (RC),eBay Raw,$12-$72-$72,eBay Raw | raw only | Model B - Star / High Liquidity | 200 comps
21.0,5.5,26.5,2026-03-04,auction,False,457,BGS,8.0,1993 Pinnacle #457 Derek Jeter New YOrk Yankees RC Rookie...,eBay BGS 8,$23-$22-$22,eBay BGS 8 | Model B - Star / High Liquidity | 3 comps
14.99,5.0,19.99,2026-02-09,bin,False,457,BGS,8.0,1993 Pinnacle 1st Round Draft Pick #457 Derek Jeter Rooki...,eBay BGS 8,$23-$22-$22,eBay BGS 8 | Model B - Star / High Liquidity | 3 comps
17.5,5.52,23.02,2026-01-10,auction,False,457,BGS,8.0,1993 Pinnacle Derek Jeter #457 Yankees BGS 8 1st Round Dr...,eBay BGS 8,$23-$22-$22,eBay BGS 8 | Model B - Star / High Liquidity | 3 comps
19.99,5.99,25.98,2026-02-22,auction,False,457,BGS,8.5,1993 Pinnacle Derek Jeter #457 BGS 8.5 RC Rookie HOF YANKEES,eBay BGS 8.5,$33-$39-$39,eBay BGS 8.5 | Model B - Star / High Liquidity | 4 comps
38.0,5.52,43.52,2026-02-14,bin,False,457,BGS,8.5,DEREK JETER 1993 PINNACLE #457 ROOKIE RC BGS 8.5 MINT ✨,eBay BGS 8.5,$33-$39-$39,eBay BGS 8.5 | Model B - Star / High Liquidity | 4 comps
22.0,5.5,27.5,2026-02-11,auction,False,457,BGS,8.5,EL.208 Derek Jeter 1993 Pinnacle #457 Rookie RC BGS 8.5,eBay BGS 8.5,$33-$39-$39,eBay BGS 8.5 | Model B - Star / High Liquidity | 4 comps
34.0,5.25,39.25,2026-01-05,auction,False,457,BGS,8.5,1993 Pinnacle #457 Derek Jeter Yankees RC Rookie HOF BGS ...,eBay BGS 8.5,$33-$39-$39,eBay BGS 8.5 | Model B - Star / High Liquidity | 4 comps
50.0,0.0,50.0,2026-03-05,bin,False,457,BGS,9.0,1993 Pinnacle #457 Derek Jeter Rookie Card BGS BCCG 9 Nea...,eBay BGS 9,$55-$49-$49,eBay BGS 9 | Model B - Star / High Liquidity | 4 comps
49.99,4.99,54.98,2026-02-14,bin,False,457,BGS,9.0,"1993 Pinnacle #457 Derek Jeter Rookie Card RC, New York Y...",eBay BGS 9,$55-$49-$49,eBay BGS 9 | Model B - Star / High Liquidity | 4 comps
68.95,5.45,74.4,2026-01-16,bin,False,457,BGS,9.0,1993 Pinnacle 1st Round Draft Pick Rookie Derek Jeter #45...,eBay BGS 9,$55-$49-$49,eBay BGS 9 | Model B - Star / High Liquidity | 4 comps
49.99,4.99,54.98,2025-12-24,bin,False,457,BGS,9.0,1993 Pinnacle Derek Jeter Rookie RC #457 BGS 9 Mint HOF N...,eBay BGS 9,$55-$49-$49,eBay BGS 9 | Model B - Star / High Liquidity | 4 comps
430.0,4.99,434.99,2026-03-14,auction,False,457,BGS,9.5,1993 Pinnacle Derek Jeter Rookie RC #457 Yankees BGS 9.5,eBay BGS 9.5,$275-$329-$329,eBay BGS 9.5 | Model B - Star / High Liquidity | 5 comps
225.0,5.52,230.52,2026-03-06,auction,False,457,BGS,9.5,1993 Pinnacle 1st Round Draft Pick Derek Jeter #457 (RC) ...,eBay BGS 9.5,$275-$329-$329,eBay BGS 9.5 | Model B - Star / High Liquidity | 5 comps
425.0,0.0,425.0,2026-01-31,bin,True,457,BGS,9.5,1993 Pinnacle Derek Jeter Rookie #457 BGS 9.5 GEM MINT 💎 ...,eBay BGS 9.5,$275-$329-$329,eBay BGS 9.5 | Model B - Star / High Liquidity | 5 comps
274.99,0.0,274.99,2026-01-30,bin,True,457,BGS,9.5,1993 Pinnacle #457 Derek Jeter New York Yankees RC Rookie...,eBay BGS 9.5,$275-$329-$329,eBay BGS 9.5 | Model B - Star / High Liquidity | 5 comps
162.5,4.99,167.49,2026-01-10,auction,False,457,BGS,9.5,1993 Pinnacle Derek Jeter Rookie RC #457 Yankees BGS 9.5,eBay BGS 9.5,$275-$329-$329,eBay BGS 9.5 | Model B - Star / High Liquidity | 5 comps
20.0,4.99,24.99,2026-02-03,bin,False,457,CSG,8.5,1993 Pinnacle #457 Derek Jeter BASEBALL New York Yankees ...,eBay CSG 8.5,$25-$22-$22,eBay CSG 8.5 | Model B - Star / High Liquidity | 1 comp
8.99,6.99,15.98,2026-01-03,bin,False,457,PSA,5.0,1993 Pinnacle #457 Derek Jeter PSA 5 Rookie RC,eBay PSA 5,$16-$14-$14,eBay PSA 5 | Model B - Star / High Liquidity | 1 comp
10.0,6.0,16.0,2026-01-20,bin,False,457,PSA,6.0,1993 Pinnacle #457 Derek Jeter *PSA 6 EX-MT* Cert.#488655...,eBay PSA 6,$17-$15-$15,eBay PSA 6 | Model B - Star / High Liquidity | 2 comps
12.5,4.85,17.35,2026-01-17,bin,False,457,PSA,6.0,1993 Pinnacle Derek Jeter PSA 6 #457,eBay PSA 6,$17-$15-$15,eBay PSA 6 | Model B - Star / High Liquidity | 2 comps
11.88,4.99,16.87,2026-03-22,auction,False,457,PSA,7.0,1993 Pinnacle 1st Round Draft Pick Derek Jeter #457 PSA 7...,eBay PSA 7,$21-$23-$23,eBay PSA 7 | Model B - Star / High Liquidity | 5 comps
20.0,5.99,25.99,2026-02-09,bin,True,457,PSA,7.0,1993 PINNACLE #457 DEREK JETER ROOKIE RC PSA 7,eBay PSA 7,$21-$23-$23,eBay PSA 7 | Model B - Star / High Liquidity | 5 comps
15.11,5.99,21.1,2026-01-17,auction,False,457,PSA,7.0,1993 PINNACLE #457 DEREK JETER ROOKIE RC PSA 7,eBay PSA 7,$21-$23-$23,eBay PSA 7 | Model B - Star / High Liquidity | 5 comps
7.5,5.07,12.57,2026-01-05,auction,False,457,PSA,7.0,1993 Pinnacle - 1st Round Draft Pick Derek Jeter #457 (RC...,eBay PSA 7,$21-$23-$23,eBay PSA 7 | Model B - Star / High Liquidity | 5 comps
19.99,5.5,25.49,2025-12-26,bin,True,457,PSA,7.0,1993 Pinnacle #457 Derek Jeter PSA 7,eBay PSA 7,$21-$23-$23,eBay PSA 7 | Model B - Star / High Liquidity | 5 comps
26.9,5.8,32.7,2026-03-20,bin,False,457,PSA,8.0,1993 Pinnacle DEREK JETER #457 HOF Yankees RC ROOKIE (PSA...,eBay PSA 8,$32-$33-$33,eBay PSA 8 | Model B - Star / High Liquidity | 23 comps
12.5,5.95,18.45,2026-03-19,auction,False,457,PSA,8.0,Derek Jeter 1993 Pinnacle #457 New York Yankees PSA Grade...,eBay PSA 8,$32-$33-$33,eBay PSA 8 | Model B - Star / High Liquidity | 23 comps
24.5,4.99,29.49,2026-03-14,auction,False,457,PSA,8.0,1993 Pinnacle 1st Round Draft Pick Derek Jeter #457 PSA 8...,eBay PSA 8,$32-$33-$33,eBay PSA 8 | Model B - Star / High Liquidity | 23 comps
20.5,6.0,26.5,2026-03-11,auction,False,457,PSA,8.0,1993 Pinnacle Derek Jeter RC HOF PSA 8 #457 Yankees,eBay PSA 8,$32-$33-$33,eBay PSA 8 | Model B - Star / High Liquidity | 23 comps
26.0,5.85,31.85,2026-03-09,auction,False,457,PSA,8.0,1993 Pinnacle Derek Jeter RC #457 PSA 8 NM-MT,eBay PSA 8,$32-$33-$33,eBay PSA 8 | Model B - Star / High Liquidity | 23 comps
20.5,5.2,25.7,2026-03-08,auction,False,457,PSA,8.0,1993 Pinnacle 1st Round Draft Pick PSA 8 Derek Jeter Rook...,eBay PSA 8,$32-$33-$33,eBay PSA 8 | Model B - Star / High Liquidity | 23 comps
35.0,0.0,35.0,2026-03-08,bin,False,457,PSA,8.0,Derek Jeter 1993 Pinnacle 1st Round RC Rookie #457 PSA 8 ...,eBay PSA 8,$32-$33-$33,eBay PSA 8 | Model B - Star / High Liquidity | 23 comps
20.0,0.0,20.0,2026-02-26,auction,False,457,PSA,8.0,1993 Pinnacle #457 Derek Jeter RC Rookie PSA 8 NM-MT 0354...,eBay PSA 8,$32-$33-$33,eBay PSA 8 | Model B - Star / High Liquidity | 23 comps
29.99,4.99,34.98,2026-02-26,bin,False,457,PSA,8.0,Derek Jeter 1993 Pinnacle #457 New York Yankees PSA Grade...,eBay PSA 8,$32-$33-$33,eBay PSA 8 | Model B - Star / High Liquidity | 23 comps
26.99,5.99,32.98,2026-02-14,bin,False,457,PSA,8.0,1993 Topps Derek Jeter Pinnacle #457 Rookie RC PSA 8 New ...,eBay PSA 8,$32-$33-$33,eBay PSA 8 | Model B - Star / High Liquidity | 23 comps
24.24,8.1,32.34,2026-02-13,bin,False,457,PSA,8.0,Pinnacle 1993 Derek Jeter #457 PSA 8 New York Yankees Roo...,eBay PSA 8,$32-$33-$33,eBay PSA 8 | Model B - Star / High Liquidity | 23 comps
19.99,5.45,25.44,2026-02-13,auction,False,457,PSA,8.0,1993 Pinnacle Derek Jeter Rookie #457 PSA 8 1st Round Dra...,eBay PSA 8,$32-$33-$33,eBay PSA 8 | Model B - Star / High Liquidity | 23 comps
24.49,7.95,32.44,2026-02-11,bin,False,457,PSA,8.0,Derek Jeter 1993 Pinnacle #457 New York Yankees PSA Grade...,eBay PSA 8,$32-$33-$33,eBay PSA 8 | Model B - Star / High Liquidity | 23 comps
22.5,5.95,28.45,2026-01-23,auction,False,457,PSA,8.0,1993 Pinnacle #457 Derek Jeter Yankees RC Rookie HOF PSA ...,eBay PSA 8,$32-$33-$33,eBay PSA 8 | Model B - Star / High Liquidity | 23 comps
28.51,4.99,33.5,2026-01-21,auction,False,457,PSA,8.0,1993 Pinnacle Derek Jeter Rookie RC #457 Yankees PSA 8,eBay PSA 8,$32-$33-$33,eBay PSA 8 | Model B - Star / High Liquidity | 23 comps
26.99,5.89,32.88,2026-01-21,bin,False,457,PSA,8.0,1993 Pinnacle Derek Jeter PSA 8 #457,eBay PSA 8,$32-$33-$33,eBay PSA 8 | Model B - Star / High Liquidity | 23 comps
25.0,4.85,29.85,2026-01-20,bin,False,457,PSA,8.0,1993 Pinnacle #457 Derek Jeter Rookie Card HOF. PSA 8 NM-MT,eBay PSA 8,$32-$33-$33,eBay PSA 8 | Model B - Star / High Liquidity | 23 comps
27.0,5.52,32.52,2026-01-14,bin,False,457,PSA,8.0,Derek Jeter 1993 Pinnacle 1st Round RC Rookie #457 PSA 8 ...,eBay PSA 8,$32-$33-$33,eBay PSA 8 | Model B - Star / High Liquidity | 23 comps
25.0,6.8,31.8,2026-01-14,bin,False,457,PSA,8.0,1993 PINNACLE #457 DEREK JETER - Rookie Card - PSA 8 NM-M...,eBay PSA 8,$32-$33-$33,eBay PSA 8 | Model B - Star / High Liquidity | 23 comps
24.99,5.99,30.98,2026-01-14,bin,True,457,PSA,8.0,1993 PINNACLE #457 DEREK JETER ROOKIE RC PSA 8,eBay PSA 8,$32-$33-$33,eBay PSA 8 | Model B - Star / High Liquidity | 23 comps
29.99,5.5,35.49,2026-01-12,bin,False,457,PSA,8.0,1993 Pinnacle Derek Jeter Rookie RC #457 PSA 8 NM-MT HOF ...,eBay PSA 8,$32-$33-$33,eBay PSA 8 | Model B - Star / High Liquidity | 23 comps
35.98,0.0,35.98,2026-01-03,bin,True,457,PSA,8.0,PSA 8 JETER HOF ROOKIE 1993 PINNACLE #457 DEREK NEW SLAB ...,eBay PSA 8,$32-$33-$33,eBay PSA 8 | Model B - Star / High Liquidity | 23 comps
18.5,5.25,23.75,2025-12-28,auction,False,457,PSA,8.0,1993 Pinnacle #457 Derek Jeter Yankees RC Rookie HOF PSA ...,eBay PSA 8,$32-$33-$33,eBay PSA 8 | Model B - Star / High Liquidity | 23 comps
34.99,4.99,39.98,2026-03-04,bin,False,457,PSA,8.5,Derek Jeter 1993 Pinnacle #457 New York Yankees PSA Grade...,eBay PSA 8.5,$40-$36-$36,eBay PSA 8.5 | Model B - Star / High Liquidity | 1 comp
74.99,5.99,80.98,2026-03-20,bin,False,457,PSA,9.0,DEREK JETER PSA 9 1993 Pinnacle RC #457,eBay PSA 9,$62-$64-$64,eBay PSA 9 | Model B - Star / High Liquidity | 38 comps
56.57,5.5,62.07,2026-03-19,auction,False,457,PSA,9.0,1993 Pinnacle #457 Derek Jeter New York Yankees RC Rookie...,eBay PSA 9,$62-$64-$64,eBay PSA 9 | Model B - Star / High Liquidity | 38 comps
